id,dat_nsc,renda,latitude,longitude,ano,mes,dia,hora,idade,geracoes,index_right,CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2,qtd_cliente,geometry/type,geometry/coordinates/0,geometry/coordinates/1
ac039069-b488-452e-ba3f-db6f456467fc,1982/03/29 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.133471598189,-42.794253481224,1982,3,29,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.794253481224,-5.133471598189
222abe24-ad5a-4cc5-82f3-da135cb6d0a8,1982/04/22 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.118865920004,-42.810718880004,1982,4,22,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.810718880004,-5.118865920004
830d58fc-0cb4-484e-99c7-c2826fe2c70a,1982/05/10 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.066770000004,-42.795996634619,1982,5,10,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.795996634619,-5.066770000004
130026fb-bdee-4afe-9e84-10511973e166,1979/04/22 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.101782870787,-42.745614474861,1979,4,22,0,42,1960 a 1979 - Geracao X,882,2211001,Teresina,PI,1391.293,25,Point,-42.745614474861,-5.101782870787
e4188736-4343-4d96-b150-d08bc82ac41f,1981/11/09 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.078736276527,-42.77438906229,1981,11,9,0,40,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.77438906229,-5.078736276527
bdfeb54f-a2e9-40a3-8938-04462379940c,1980/11/09 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.133335169113,-42.78812301203,1980,11,9,0,41,1960 a 1979 - Geracao X,882,2211001,Teresina,PI,1391.293,25,Point,-42.78812301203,-5.133335169113
690a9428-c16d-4aae-9cb1-d0ca0becb70e,1975/09/26 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.159780000004,-42.790440000004,1975,9,26,0,46,1960 a 1979 - Geracao X,882,2211001,Teresina,PI,1391.293,25,Point,-42.790440000004,-5.159780000004
5a479dd5-122f-4d5c-a61e-54b6c1f37cf9,1981/07/22 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.063050000004,-42.782310000004,1981,7,22,0,40,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.782310000004,-5.063050000004
1abd7f49-eee5-4a86-b342-0053f6a7a1da,1983/02/26 00:00:00,"DE R$ 3.800,00 A R$ 7.600,00",-5.074962280134,-42.772454375683,1983,2,26,0,38,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.772454375683,-5.074962280134
4ad6f647-4d71-4459-95c2-06de2dfc4193,1982/01/25 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.085177173917,-42.796296024849,1982,1,25,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.796296024849,-5.085177173917
7d9c640d-526a-484b-8aab-b4dfcbe2e4c5,1983/03/28 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.063720000004,-42.761480000004,1983,3,28,0,38,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.761480000004,-5.063720000004
867b4909-d54c-47a2-a931-0840ab59be59,1972/01/15 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.133835665167,-42.787876736193,1972,1,15,0,49,1960 a 1979 - Geracao X,882,2211001,Teresina,PI,1391.293,25,Point,-42.787876736193,-5.133835665167
1519551a-828e-44ac-aed7-020bdff6a7df,1982/09/06 00:00:00,"DE R$ 788,00 A R$ 1.140,00",-5.095209077625,-42.816617948593,1982,9,6,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.816617948593,-5.095209077625
dd1c4208-53b3-408e-9093-ca1b49e69835,1976/12/05 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.095470000004,-42.793040000004,1976,12,5,0,45,1960 a 1979 - Geracao X,882,2211001,Teresina,PI,1391.293,25,Point,-42.793040000004,-5.095470000004
68c1ac0e-e12e-4f95-aad6-d3baf8d2699f,1968/04/28 00:00:00,"DE R$ 3.800,00 A R$ 7.600,00",-5.094114444448,-42.79595555556,1968,4,28,0,53,1960 a 1979 - Geracao X,882,2211001,Teresina,PI,1391.293,25,Point,-42.79595555556,-5.094114444448
de7720d8-070f-4afa-a91f-196cc94f04fa,1982/10/19 00:00:00,"DE R$ 788,00 A R$ 1.140,00",-5.044515000004,-42.813980000004,1982,10,19,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.813980000004,-5.044515000004
76fc6e56-b71d-4791-bcce-c3910308b6c9,1982/10/02 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.101810434787,-42.785870869569,1982,10,2,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.785870869569,-5.101810434787
372f6c5b-439f-43bc-9c9c-f66a480ca550,1982/05/14 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.069680000004,-42.825140000004,1982,5,14,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.825140000004,-5.069680000004
89b63133-94ff-4519-ab2c-85c29a41f69c,1982/08/14 00:00:00,"DE R$ 3.800,00 A R$ 7.600,00",-5.082948232233,-42.732674116118,1982,8,14,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.732674116118,-5.082948232233
a0f3bdb4-982d-4874-a6d7-bcaec845b593,1982/04/21 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.084194444448,-42.773368333337,1982,4,21,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.773368333337,-5.084194444448
ff6d3c5d-951e-471c-aad7-269f2c12e920,1955/09/05 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.07952349398,-42.792579036149,1955,9,5,0,66,1940 a 1959 - Baby Boomers ,882,2211001,Teresina,PI,1391.293,25,Point,-42.792579036149,-5.07952349398
220627a7-f80e-4928-a4de-be65cbece98a,1982/11/08 00:00:00,"DE R$ 1.900,00 A R$ 3.800,00",-5.087589062504,-42.811303437504,1982,11,8,0,39,1980 a 1994 - Geracao Y,882,2211001,Teresina,PI,1391.293,25,Point,-42.811303437504,-5.087589062504
62c0f1e6-36f2-4205-a134-232a58a6f8a5,1975/08/28 00:00:00,"DE R$ 788,00 A R$ 1.140,00",-15.059042000004,-48.163372000004,1975,8,28,0,46,1960 a 1979 - Geracao X,5464,5213053,Mimoso de Goiás,GO,1386.915,1,Point,-48.163372000004,-15.059042000004
0cef9719-0aa3-49a2-adea-9c09c04de071,1957/06/17 00:00:00,"DE R$ 788,00 A R$ 1.140,00",-17.694658000004,-42.522280000004,1957,6,17,0,64,1940 a 1959 - Baby Boomers ,2377,3112307,Capelinha,MG,965.292,2,Point,-42.522280000004,-17.694658000004
2dfacfdf-73a4-4bbc-ab70-70718ccad2fa,1971/11/23 00:00:00,"DE R$ 788,00 A R$ 1.140,00",-17.691389000003,-42.515833000003,1971,11,23,0,50,1960 a 1979 - Geracao X,2377,3112307,Capelinha,MG,965.292,2,Point,-42.515833000003,-17.691389000003
44699a6d-8617-432d-82ca-b8e721014f4e,1979/09/20 00:00:00,"DE R$ 788,00 A R$ 1.140,00",-5.033333000003,-44.441667000003,1979,9,20,0,42,1960 a 1979 - Geracao X,515,2103802,Dom Pedro,MA,358.493,1,Point,-44.441667000003,-5.033333000003
ae9b54e7-01c9-4917-921a-20fa59c309ca,1973/10/27 00:00:00,"DE R$ 788,00 A R$ 1.140,00",-3.611331860469,-45.342584883725,1973,10,27,0,48,1960 a 1979 - Geracao X,592,2108504,Pindaré-Mirim,MA,268.285,3,Point,-45.342584883725,-3.611331860469
