ano;mes;customer_city_codes;customer_state_codes;mes_nome
0.5;0.36363636363636365;0.33610161211529066;0.9615384615384616;5.00
0.5;0.9090909090909091;0.8180263800683928;0.5;11.00
0.5;0.9090909090909091;0.8180263800683928;0.5;11.00
0.5;0.36363636363636365;0.6155349291646312;0.8461538461538463;5.00
1.0;0.09090909090909091;0.5266243282852956;0.6923076923076923;2.00
0.5;0.1818181818181818;0.04323400097703957;0.8846153846153847;3.00
0.5;0.36363636363636365;0.2532975085490962;0.38461538461538464;5.00
0.5;0.1818181818181818;0.9772838299951148;0.46153846153846156;3.00
1.0;0.1818181818181818;0.11016121152906692;0.38461538461538464;3.00
1.0;0.0;0.8094772838299951;0.38461538461538464;1.
1.0;0.0;0.8094772838299951;0.38461538461538464;1.00
0.5;0.36363636363636365;0.34489496824621396;0.8846153846153847;5.00
0.5;0.36363636363636365;0.34489496824621396;0.8846153846153847;5.00
0.5;0.36363636363636365;0.34489496824621396;0.8846153846153847;5.00
0.5;0.36363636363636365;0.34489496824621396;0.8846153846153847;5.00
0.5;0.36363636363636365;0.34489496824621396;0.8846153846153847;5.00
0.5;0.36363636363636365;0.34489496824621396;0.8846153846153847;5.00
1.0;0.0;0.6768441621885686;0.8461538461538463;1.00
0.5;0.8181818181818182;0.6834391792867611;0.6923076923076923;10.00
0.5;0.09090909090909091;0.5727894479726429;0.38461538461538464;2.00
0.5;0.09090909090909091;0.5727894479726429;0.38461538461538464;2.00
1.0;0.09090909090909091;0.23864191499755738;0.46153846153846156;2.00
0.5;0.4545454545454545;0.8734733756717147;0.9615384615384616;6.00
0.5;0.8181818181818182;0.11016121152906692;0.38461538461538464;10.00
1.0;0.1818181818181818;0.7884709330727895;0.15384615384615385;3.00
0.5;0.2727272727272727;0.7659990229604299;0.6923076923076923;4.00
0.5;0.1818181818181818;0.5117244748412311;0.2692307692307693;3.00
1.0;0.2727272727272727;0.5312652662432829;0.6538461538461539;4.00
1.0;0.2727272727272727;0.5312652662432829;0.6538461538461539;4.00
1.0;0.2727272727272727;0.5312652662432829;0.6538461538461539;4.00
1.0;0.2727272727272727;0.5312652662432829;0.6538461538461539;4.00
1.0;0.2727272727272727;0.5312652662432829;0.6538461538461539;4.00
0.5;0.4545454545454545;0.7288715192965315;0.9615384615384616;6.00
1.0;0.1818181818181818;0.020273571079628724;0.38461538461538464;3.00
0.5;0.2727272727272727;0.13287738153395212;0.9615384615384616;4.00
0.5;0.4545454545454545;0.3302393746946751;0.8846153846153847;6.00
1.0;0.1818181818181818;0.35417684416218853;0.38461538461538464;3.00
1.0;0.1818181818181818;0.35417684416218853;0.38461538461538464;3.00
1.0;0.2727272727272727;0.5442110405471421;0.9615384615384616;4.00
0.5;0.36363636363636365;0.1719589643380557;0.9615384615384616;5.00
1.0;0.0;0.10161211529066927;0.15384615384615385;1.00
1.0;0.0;0.10161211529066927;0.15384615384615385;1.00
0.5;0.9999999999999999;0.10454323400097704;0.9615384615384616;12.00
1.0;0.09090909090909091;0.8734733756717147;0.9615384615384616;2.00
1.0;0.1818181818181818;0.07254518808011724;0.6923076923076923;3.00
1.0;0.1818181818181818;0.07254518808011724;0.6923076923076923;3.00
0.5;0.36363636363636365;0.7171470444553004;0.6923076923076923;5.00
0.5;0.5454545454545454;0.7073766487542745;0.9615384615384616;7.00
