ano;mes;customer_city_codes;customer_state_codes;mes_nome
0.5;0.5454545454545454;0.7073766487542745;0.9615384615384616;7.00
0.5;0.4545454545454545;0.8549096238397655;0.8846153846153847;6.00
0.5;0.8181818181818182;0.2628236443575965;0.42307692307692313;10.00
1.0;0.0;0.6086956521739131;0.6923076923076923;1.00
1.0;0.0;0.6086956521739131;0.6923076923076923;1.00
0.5;0.36363636363636365;0.8295065950170981;0.9615384615384616;5.00
0.5;0.36363636363636365;0.8295065950170981;0.9615384615384616;5.00
0.5;0.09090909090909091;0.016853932584269662;0.15384615384615385;2.00
1.0;0.2727272727272727;0.4460185637518319;0.2692307692307693;4.00
1.0;0.2727272727272727;0.4460185637518319;0.2692307692307693;4.00
1.0;0.2727272727272727;0.4460185637518319;0.2692307692307693;4.00
0.5;0.9090909090909091;0.1028334147532975;0.19230769230769232;11.00
1.0;0.0;0.8326819736199316;0.9615384615384616;1.00
1.0;0.09090909090909091;0.9594528578407425;0.38461538461538464;2.00
1.0;0.2727272727272727;0.8734733756717147;0.9615384615384616;4.00
0.5;0.9999999999999999;0.8734733756717147;0.9615384615384616;12.00
1.0;0.09090909090909091;0.20591108939912067;0.38461538461538464;2.00
1.0;0.2727272727272727;0.9948705422569614;0.6923076923076923;4.00
0.5;0.7272727272727273;0.9650708353688324;0.9615384615384616;9.00
1.0;0.2727272727272727;0.5051294577430385;0.15384615384615385;4.00
1.0;0.2727272727272727;0.9804592085979482;0.8461538461538463;4.00
0.5;0.9999999999999999;0.4386907669760625;0.8846153846153847;12.00
1.0;0.4545454545454545;0.27821201758671227;0.6538461538461539;6.00
1.0;0.09090909090909091;0.13287738153395212;0.9615384615384616;2.00
0.5;0.8181818181818182;0.7073766487542745;0.9615384615384616;10.00
0.5;0.9999999999999999;0.8734733756717147;0.9615384615384616;12.00
1.0;0.0;0.8734733756717147;0.9615384615384616;1.00
1.0;0.2727272727272727;0.27821201758671227;0.6538461538461539;4.00
1.0;0.0;0.8734733756717147;0.9615384615384616;1.00
1.0;0.0;0.9594528578407425;0.38461538461538464;1.00
0.5;0.6363636363636364;0.8429408891060087;0.6923076923076923;8.00
1.0;0.36363636363636365;0.9897410845139227;0.9615384615384616;5.00
1.0;0.2727272727272727;0.9594528578407425;0.38461538461538464;4.00
1.0;0.0;0.7193453834880312;0.8461538461538463;1.00
1.0;0.36363636363636365;0.27821201758671227;0.6538461538461539;5.00
0.5;0.9999999999999999;0.6768441621885686;0.8461538461538463;12.00
0.5;0.9999999999999999;0.18783585735222275;0.8461538461538463;12.00
0.5;0.6363636363636364;0.819980459208598;0.8461538461538463;8.00
0.5;0.7272727272727273;0.11358085002442599;0.9615384615384616;9.00
1.0;0.2727272727272727;0.8734733756717147;0.9615384615384616;4.00
0.5;0.9090909090909091;0.21421592574499265;0.6538461538461539;11.00
1.0;0.36363636363636365;0.3558866634098681;0.38461538461538464;5.00
1.0;0.4545454545454545;0.764533463605276;0.9615384615384616;6.00
1.0;0.36363636363636365;0.7884709330727895;0.15384615384615385;5.00
1.0;0.0;0.8341475329750855;0.9615384615384616;1.00
1.0;0.0;0.8341475329750855;0.9615384615384616;1.00
1.0;0.0;0.8341475329750855;0.9615384615384616;1.00
0.5;0.9999999999999999;0.8734733756717147;0.9615384615384616;12.00
0.5;0.9999999999999999;0.7193453834880312;0.8461538461538463;12.00
1.0;0.2727272727272727;0.11016121152906692;0.38461538461538464;4.00
1.0;0.2727272727272727;0.17635564240351734;0.42307692307692313;4.00
1.0;0.2727272727272727;0.8661455788959452;0.34615384615384615;4.00
1.0;0.0;0.8776257938446507;0.9615384615384616;1.00
1.0;0.36363636363636365;0.27821201758671227;0.6538461538461539;5.00
1.0;0.4545454545454545;0.5097703957010259;0.9615384615384616;6.00
1.0;0.2727272727272727;0.7193453834880312;0.8461538461538463;4.00
1.0;0.0;0.8734733756717147;0.9615384615384616;1.00
0.5;0.9090909090909091;0.2191011235955056;0.8461538461538463;11.00
1.0;0.1818181818181818;0.513190034196385;0.6538461538461539;3.00
1.0;0.36363636363636365;0.8734733756717147;0.9615384615384616;5.00
1.0;0.4545454545454545;0.16829506595017096;0.19230769230769232;6.00
1.0;0.4545454545454545;0.16829506595017096;0.19230769230769232;6.00
1.0;0.0;0.8834880312652662;0.9615384615384616;1.00
1.0;0.5454545454545454;0.7659990229604299;0.6923076923076923;7.00
1.0;0.5454545454545454;0.7659990229604299;0.6923076923076923;7.00
1.0;0.4545454545454545;0.8734733756717147;0.9615384615384616;6.00
0.5;0.8181818181818182;0.6585246702491451;0.7307692307692308;10.00
1.0;0.4545454545454545;0.7193453834880312;0.8461538461538463;6.00
1.0;0.2727272727272727;0.9340498290180752;0.6923076923076923;4.00
1.0;0.1818181818181818;0.5688812896922325;0.9615384615384616;3.00
0.5;0.09090909090909091;0.20591108939912067;0.38461538461538464;2.00
0.5;0.09090909090909091;0.20591108939912067;0.38461538461538464;2.00
0.5;0.2727272727272727;0.8031265266243283;0.8461538461538463;4.00
1.0;0.5454545454545454;0.8734733756717147;0.9615384615384616;7.00
1.0;0.5454545454545454;0.8734733756717147;0.9615384615384616;7.00
1.0;0.5454545454545454;0.813629702002931;0.9615384615384616;7.00
1.0;0.36363636363636365;0.6414264777723497;1.0;5.00
0.5;0.9090909090909091;0.8734733756717147;0.9615384615384616;11.00
0.5;0.5454545454545454;0.7659990229604299;0.6923076923076923;7.00
0.5;0.5454545454545454;0.7659990229604299;0.6923076923076923;7.00
0.5;0.5454545454545454;0.7659990229604299;0.6923076923076923;7.00
0.5;0.5454545454545454;0.7659990229604299;0.6923076923076923;7.00
0.5;0.4545454545454545;0.43234000977039566;0.38461538461538464;6.00
0.5;0.4545454545454545;0.43234000977039566;0.38461538461538464;6.00
0.5;0.4545454545454545;0.43234000977039566;0.38461538461538464;6.00
0.5;0.9090909090909091;0.33512457254518807;0.6538461538461539;11.00
0.5;0.9090909090909091;0.33512457254518807;0.6538461538461539;11.00
0.5;0.9090909090909091;0.33512457254518807;0.6538461538461539;11.00
1.0;0.1818181818181818;0.8295065950170981;0.9615384615384616;3.00
1.0;0.1818181818181818;0.8295065950170981;0.9615384615384616;3.00
1.0;0.1818181818181818;0.8295065950170981;0.9615384615384616;3.00
1.0;0.1818181818181818;0.8295065950170981;0.9615384615384616;3.00
1.0;0.1818181818181818;0.8295065950170981;0.9615384615384616;3.00
0.5;0.8181818181818182;0.8194919394235466;0.9615384615384616;10.00
1.0;0.5454545454545454;0.1719589643380557;0.9615384615384616;7.00
1.0;0.5454545454545454;0.4350268685881778;0.15384615384615385;7.00
0.5;0.9090909090909091;0.6299462628236443;0.9615384615384616;11.00
0.5;0.5454545454545454;0.2584269662921348;0.38461538461538464;7.00
0.5;0.7272727272727273;0.47093307278944796;0.8846153846153847;9.00
1.0;0.4545454545454545;0.11822178798241328;0.8076923076923077;6.00
1.0;0.5454545454545454;0.10674157303370786;0.5384615384615385;7.00
0.5;0.9999999999999999;0.1358085002442599;0.23076923076923078;12.00
